5	0
4.23241	-0.640938
5.21205	-0.44018
5.03203	0.543483
5.11926	-0.452705
4.55464	0.372647
3.86226	1.09418
3.96585	0.0995637
4.87714	0.511325
3.89659	0.31504
4.41669	-0.539067
4.83103	0.371056
3.93957	0.824163
3.80102	-0.166191
3.18104	-0.950809
3.95127	-1.58857
3.64777	-0.635735
3.6617	-1.63564
3.73417	-2.63301
3.94601	-3.61031
3.41179	-2.76497
2.41233	-2.73219
1.79802	-3.52125
2.36079	-4.34787
1.51012	-4.87357
0.655258	-5.39241
0.260733	-6.3113
-0.700195	-6.03451
-1.08427	-5.1112
-0.108713	-5.33097
-0.296186	-6.31324
